Dep_Code,Arr_Code,Dep_Date,Arr_Date,airline,baggage,flightstops,totaltime,Scrap_Date,triptype,price
BKK,DXB,8/17/2025 19:40,8/17/2025 0:00,GF,With Baggage,1,650,8/6/2025,oneway,376.3
DMK,DXB,8/17/2025 21:45,8/17/2025 0:00,8M,With Baggage,1,1080,8/6/2025,oneway,376.54
DMK,DXB,8/17/2025 21:45,8/17/2025 0:00,8M,With Baggage,1,1080,8/6/2025,oneway,377.57
BKK,DXB,8/17/2025 19:40,8/17/2025 0:00,GF,With Baggage,1,1030,8/6/2025,oneway,377.74
BKK,DXB,8/17/2025 13:45,8/17/2025 0:00,CZ,With Baggage,1,735,8/6/2025,oneway,378.14
DMK,DXB,8/17/2025 20:15,8/17/2025 0:00,OD,Without Baggage,1,1990,8/6/2025,oneway,383.65
BKK,DXB,8/17/2025 16:15,8/17/2025 0:00,BG,With Baggage,1,915,8/6/2025,oneway,385.52
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,6E,With Baggage,1,1390,8/6/2025,oneway,386.09
BKK,DXB,8/17/2025 12:20,8/17/2025 0:00,6E,With Baggage,1,1460,8/6/2025,oneway,388.34
BKK,DXB,8/17/2025 11:20,8/17/2025 0:00,CZ,With Baggage,1,880,8/6/2025,oneway,391.25
BKK,DXB,8/17/2025 8:20,8/17/2025 0:00,CZ,With Baggage,1,1060,8/6/2025,oneway,391.25
BKK,DXB,8/17/2025 19:40,8/17/2025 0:00,GF,With Baggage,1,650,8/6/2025,oneway,396.3
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,6E,With Baggage,1,780,8/6/2025,oneway,402.19
BKK,DXB,8/17/2025 13:45,8/17/2025 0:00,CZ,With Baggage,2,480,8/6/2025,oneway,403.58
BKK,DXB,8/17/2025 8:20,8/17/2025 0:00,CZ,With Baggage,2,480,8/6/2025,oneway,403.58
BKK,DXB,8/17/2025 12:20,8/17/2025 0:00,6E,With Baggage,1,630,8/6/2025,oneway,406.08
BKK,DXB,8/17/2025 20:50,8/17/2025 0:00,AI,With Baggage,1,1465,8/6/2025,oneway,406.33
DMK,DXB,8/17/2025 7:05,8/17/2025 0:00,FD,Without Baggage,2,455,8/6/2025,oneway,406.44
DMK,DXB,8/17/2025 20:15,8/17/2025 0:00,OD,Without Baggage,1,1990,8/6/2025,oneway,407.33
DMK,DXB,8/17/2025 10:30,8/17/2025 0:00,OD,Without Baggage,1,1135,8/6/2025,oneway,407.42
BKK,DXB,8/17/2025 12:30,8/17/2025 0:00,CX,With Baggage,1,725,8/6/2025,oneway,409.2
BKK,DXB,8/17/2025 12:05,8/17/2025 0:00,CX,With Baggage,1,750,8/6/2025,oneway,409.2
BKK,DXB,8/17/2025 7:45,8/17/2025 0:00,UL,With Baggage,2,1270,8/6/2025,oneway,410.67
BKK,DXB,8/17/2025 3:50,8/17/2025 0:00,SG,Without Baggage,1,1240,8/6/2025,oneway,412.39
BKK,DXB,8/17/2025 13:45,8/17/2025 0:00,CZ,With Baggage,2,730,8/6/2025,oneway,419.83
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,6E,With Baggage,1,1215,8/6/2025,oneway,419.93
BKK,DXB,8/17/2025 12:30,8/17/2025 0:00,CX,With Baggage,1,725,8/6/2025,oneway,420.26
BKK,DXB,8/17/2025 20:50,8/17/2025 0:00,AI,With Baggage,1,1445,8/6/2025,oneway,443.95
BKK,DXB,8/17/2025 20:50,8/17/2025 0:00,AI,With Baggage,1,1685,8/6/2025,oneway,443.95
BKK,DXB,8/17/2025 23:20,8/17/2025 0:00,PR,With Baggage,1,1310,8/6/2025,oneway,444.54
BKK,DXB,8/17/2025 17:30,8/17/2025 0:00,PG,With Baggage,2,865,8/6/2025,oneway,444.78
BKK,DXB,8/17/2025 2:30,8/17/2025 0:00,QR,With Baggage,1,645,8/6/2025,oneway,577.34
BKK,DXB,8/17/2025 6:00,8/17/2025 0:00,MH,With Baggage,1,1565,8/6/2025,oneway,578.15
BKK,DXB,8/17/2025 2:30,8/17/2025 0:00,QR,With Baggage,1,645,8/6/2025,oneway,589.89
BKK,DXB,8/17/2025 2:30,8/17/2025 0:00,QR,With Baggage,1,730,8/6/2025,oneway,592.09
BKK,DXB,8/17/2025 8:55,8/17/2025 0:00,QR,With Baggage,1,930,8/6/2025,oneway,592.09
BKK,DXB,8/17/2025 20:00,8/17/2025 0:00,QR,With Baggage,1,1120,8/6/2025,oneway,592.09
BKK,XNB,8/17/2025 9:00,8/17/2025 0:00,EY,Without Baggage,1,645,8/6/2025,oneway,592.23
BKK,DXB,8/17/2025 8:55,8/17/2025 0:00,QR,With Baggage,1,1700,8/6/2025,oneway,593.74
DMK,DXB,8/17/2025 20:15,8/17/2025 0:00,OD,With Baggage,1,710,8/6/2025,oneway,598.54
BKK,DXB,8/17/2025 7:45,8/17/2025 0:00,UL,With Baggage,1,735,8/6/2025,oneway,601.88
BKK,DXB,8/17/2025 17:00,8/17/2025 0:00,PG,With Baggage,1,790,8/6/2025,oneway,626.38
BKK,DXB,8/17/2025 7:45,8/17/2025 0:00,UL,With Baggage,1,1015,8/6/2025,oneway,636.58
BKK,DXB,8/17/2025 9:00,8/17/2025 0:00,WY,With Baggage,1,580,8/6/2025,oneway,648.11
BKK,DXB,8/17/2025 14:05,8/17/2025 0:00,WY,With Baggage,1,620,8/6/2025,oneway,648.11
BKK,DXB,8/17/2025 7:45,8/17/2025 0:00,UL,With Baggage,1,735,8/6/2025,oneway,650.13
BKK,DXB,8/17/2025 14:45,8/17/2025 0:00,TG,With Baggage,1,685,8/6/2025,oneway,650.65
BKK,DXB,8/17/2025 13:55,8/17/2025 0:00,TG,With Baggage,1,735,8/6/2025,oneway,650.65
BKK,DXB,8/17/2025 10:50,8/17/2025 0:00,TG,With Baggage,1,920,8/6/2025,oneway,650.65
BKK,DXB,8/17/2025 9:30,8/17/2025 0:00,TG,With Baggage,1,1000,8/6/2025,oneway,650.65
BKK,DXB,8/17/2025 10:40,8/17/2025 0:00,PG,With Baggage,1,930,8/6/2025,oneway,650.65
BKK,XNB,8/17/2025 2:55,8/17/2025 0:00,EY,Without Baggage,1,630,8/6/2025,oneway,653.19
BKK,XNB,8/17/2025 2:55,8/17/2025 0:00,EY,Without Baggage,1,685,8/6/2025,oneway,653.19
BKK,DXB,8/17/2025 12:35,8/17/2025 0:00,PG,With Baggage,1,815,8/6/2025,oneway,653.19
BKK,DXB,8/17/2025 8:55,8/17/2025 0:00,QR,With Baggage,1,900,8/6/2025,oneway,662.95
BKK,DXB,8/17/2025 19:00,8/17/2025 0:00,TG,With Baggage,1,705,8/6/2025,oneway,671.29
BKK,DXB,8/17/2025 21:00,8/17/2025 0:00,TG,With Baggage,1,730,8/6/2025,oneway,671.29
BKK,DXB,8/17/2025 13:55,8/17/2025 0:00,UL,With Baggage,1,645,8/6/2025,oneway,688.27
BKK,DXB,8/17/2025 3:40,8/17/2025 0:00,EK,With Baggage,0,370,8/6/2025,oneway,693.9
BKK,DXB,8/17/2025 2:40,8/17/2025 0:00,EK,With Baggage,0,380,8/6/2025,oneway,693.9
BKK,XNB,8/17/2025 20:55,8/17/2025 0:00,EY,Without Baggage,1,605,8/6/2025,oneway,694.99
BKK,DXB,8/17/2025 19:00,8/17/2025 0:00,TG,With Baggage,1,1280,8/6/2025,oneway,697.39
BKK,XNB,8/17/2025 10:05,8/17/2025 0:00,EY,Without Baggage,1,560,8/6/2025,oneway,757.6
BKK,DXB,8/17/2025 0:10,8/17/2025 0:00,RJ,With Baggage,1,910,8/6/2025,oneway,775.61
BKK,DXB,8/17/2025 0:10,8/17/2025 0:00,RJ,With Baggage,1,910,8/6/2025,oneway,807.01
BKK,DXB,8/17/2025 23:30,8/17/2025 0:00,KE,With Baggage,1,1915,8/6/2025,oneway,845.99
BKK,DXB,8/17/2025 13:50,8/17/2025 0:00,TG,With Baggage,1,1045,8/6/2025,oneway,888.55
BKK,DXB,8/17/2025 13:50,8/17/2025 0:00,TG,With Baggage,1,1085,8/6/2025,oneway,891.82
BKK,DXB,8/17/2025 11:15,8/17/2025 0:00,TG,With Baggage,1,1200,8/6/2025,oneway,891.82
BKK,DXB,8/17/2025 22:45,8/17/2025 0:00,TK,With Baggage,1,1845,8/6/2025,oneway,893.44
BKK,DXB,8/17/2025 22:45,8/17/2025 0:00,TK,Without Baggage,1,1845,8/6/2025,oneway,930.45
BKK,DXB,8/17/2025 19:00,8/17/2025 0:00,TG,With Baggage,1,550,8/6/2025,oneway,942.08
BKK,DXB,8/17/2025 22:25,8/17/2025 0:00,AI,With Baggage,2,1370,8/6/2025,oneway,992.98
BKK,DXB,8/17/2025 9:20,8/17/2025 0:00,SQ,With Baggage,1,730,8/6/2025,oneway,1029.2
BKK,DXB,8/17/2025 22:45,8/17/2025 0:00,TK,With Baggage,1,995,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 11:15,8/17/2025 0:00,TK,With Baggage,1,1095,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 11:15,8/17/2025 0:00,TK,With Baggage,1,1300,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 6:45,8/17/2025 0:00,TK,With Baggage,1,1365,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 6:45,8/17/2025 0:00,TK,With Baggage,1,1570,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 11:15,8/17/2025 0:00,TK,With Baggage,1,1685,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 6:45,8/17/2025 0:00,TK,With Baggage,1,1955,8/6/2025,oneway,1037.47
BKK,DXB,8/17/2025 11:15,8/17/2025 0:00,TK,With Baggage,1,965,8/6/2025,oneway,1205.88
BKK,DXB,8/17/2025 6:45,8/17/2025 0:00,TK,With Baggage,1,1235,8/6/2025,oneway,1205.88
BKK,DXB,8/17/2025 10:05,8/17/2025 0:00,EY,With Baggage,2,365,8/6/2025,oneway,1225.42
BKK,DXB,8/17/2025 10:05,8/17/2025 0:00,EY,With Baggage,2,475,8/6/2025,oneway,1225.42
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,OS,With Baggage,2,1555,8/6/2025,oneway,1225.56
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,OS,With Baggage,2,1555,8/6/2025,oneway,1225.56
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,OS,With Baggage,2,1555,8/6/2025,oneway,1225.56
BKK,DXB,8/17/2025 23:00,8/17/2025 0:00,LH,With Baggage,2,1595,8/6/2025,oneway,1227.96
BKK,DXB,8/17/2025 12:50,8/17/2025 0:00,LX,With Baggage,1,2115,8/6/2025,oneway,1228.01
BKK,DXB,8/17/2025 10:05,8/17/2025 0:00,EY,With Baggage,2,310,8/6/2025,oneway,1311.45
BKK,DXB,8/17/2025 10:05,8/17/2025 0:00,EY,With Baggage,2,705,8/6/2025,oneway,1311.45
BKK,DXB,8/17/2025 15:30,8/17/2025 0:00,SQ,With Baggage,2,1955,8/6/2025,oneway,1722.9
BKK,DXB,8/17/2025 18:30,8/17/2025 0:00,SQ,With Baggage,2,1775,8/6/2025,oneway,1722.9
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,OS,With Baggage,2,1465,8/6/2025,oneway,3972.33
BKK,DXB,8/17/2025 23:40,8/17/2025 0:00,OS,With Baggage,2,1465,8/6/2025,oneway,3972.33
DEL,BOM,9/14/2025 13:15,9/14/2025,AI,With Baggage,0,135,8/6/2025,oneway,51.86
DEL,BOM,9/14/2025 3:25,9/14/2025,AI,With Baggage,1,1130,8/6/2025,oneway,51.91
DEL,BOM,9/14/2025 4:40,9/14/2025,AI,With Baggage,1,1055,8/6/2025,oneway,51.91
DEL,BOM,9/14/2025 13:30,9/14/2025,6E,With Baggage,1,315,8/6/2025,oneway,52.34
DEL,BOM,9/14/2025 20:55,9/14/2025,AI,With Baggage,1,355,8/6/2025,oneway,52.38
DEL,BOM,9/14/2025 3:25,9/14/2025,AI,With Baggage,1,850,8/6/2025,oneway,52.41
DEL,BOM,9/14/2025 3:25,9/14/2025,AI,With Baggage,1,270,8/6/2025,oneway,52.41
DEL,BOM,9/14/2025 3:25,9/14/2025,AI,With Baggage,1,350,8/6/2025,oneway,52.41
DEL,BOM,9/14/2025 4:40,9/14/2025,AI,With Baggage,1,775,8/6/2025,oneway,52.41
DEL,BOM,9/14/2025 4:40,9/14/2025,AI,With Baggage,1,275,8/6/2025,oneway,52.41
DEL,BOM,9/14/2025 10:45,9/14/2025,AI,With Baggage,1,685,8/6/2025,oneway,52.57
DEL,BOM,9/14/2025 17:55,9/14/2025,AI,With Baggage,0,140,8/6/2025,oneway,53.06
DEL,BOM,9/14/2025 13:15,9/14/2025,AI,With Baggage,0,135,8/6/2025,oneway,53.74
DEL,BOM,9/14/2025 8:00,9/14/2025,IX,With Baggage,1,615,8/6/2025,oneway,54.29
DEL,BOM,9/14/2025 13:30,9/14/2025,IX,With Baggage,1,285,8/6/2025,oneway,54.29
DEL,BOM,9/14/2025 18:30,9/14/2025,6E,With Baggage,1,315,8/6/2025,oneway,54.31
DEL,BOM,9/14/2025 21:35,9/14/2025,AI,With Baggage,1,1550,8/6/2025,oneway,55.22
DEL,BOM,9/14/2025 23:30,9/14/2025,AI,With Baggage,1,1435,8/6/2025,oneway,55.22
DEL,BOM,9/14/2025 20:00,9/14/2025,AI,With Baggage,0,145,8/6/2025,oneway,55.67
DEL,BOM,9/14/2025 23:55,9/14/2025,IX,With Baggage,2,1410,8/6/2025,oneway,56.45
DEL,BOM,9/14/2025 5:00,9/14/2025,IX,With Baggage,2,2060,8/6/2025,oneway,56.83
DEL,DXB,10/20/2025 18:40,10/20/2025,6E,With Baggage,0,235,8/6/2025,oneway,95.86
DEL,DXB,10/20/2025 8:40,10/20/2025,6E,With Baggage,0,220,8/6/2025,oneway,95.86
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,760,8/6/2025,oneway,99.21
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,1510,8/6/2025,oneway,99.21
DEL,DXB,10/20/2025 5:15,10/20/2025,UL,With Baggage,1,1075,8/6/2025,oneway,102.19
DEL,DXB,10/20/2025 18:45,10/20/2025,UL,With Baggage,1,1425,8/6/2025,oneway,102.19
DEL,DXB,10/20/2025 15:20,10/20/2025,AI,With Baggage,1,785,8/6/2025,oneway,102.21
DEL,DXB,10/20/2025 7:10,10/20/2025,KU,With Baggage,1,735,8/6/2025,oneway,103.8
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,1510,8/6/2025,oneway,107.95
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,760,8/6/2025,oneway,107.95
DEL,DXB,10/20/2025 4:55,10/20/2025,GF,With Baggage,1,385,8/6/2025,oneway,108.38
DEL,DXB,10/20/2025 4:55,10/20/2025,GF,With Baggage,1,520,8/6/2025,oneway,108.38
DEL,DXB,10/20/2025 15:20,10/20/2025,AI,With Baggage,1,785,8/6/2025,oneway,108.63
DEL,DXB,10/20/2025 18:45,10/20/2025,UL,With Baggage,1,1705,8/6/2025,oneway,109.25
DEL,DXB,10/20/2025 14:00,10/20/2025,6E,With Baggage,1,370,8/6/2025,oneway,113.23
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,415,8/6/2025,oneway,113.46
DEL,DXB,10/20/2025 6:30,10/20/2025,AI,With Baggage,0,220,8/6/2025,oneway,115.0
DEL,DXB,10/20/2025 16:50,10/20/2025,AI,With Baggage,0,225,8/6/2025,oneway,115.0
DEL,DXB,10/20/2025 20:30,10/20/2025,AI,With Baggage,0,225,8/6/2025,oneway,115.0
DEL,DXB,10/20/2025 9:50,10/20/2025,AI,With Baggage,0,230,8/6/2025,oneway,115.0
DEL,DXB,10/20/2025 7:10,10/20/2025,KU,With Baggage,1,735,8/6/2025,oneway,116.39
DEL,DXB,10/20/2025 4:55,10/20/2025,GF,With Baggage,1,520,8/6/2025,oneway,117.51
DEL,DXB,10/20/2025 4:55,10/20/2025,GF,With Baggage,1,385,8/6/2025,oneway,117.51
DEL,DXB,10/20/2025 9:50,10/20/2025,AI,With Baggage,0,230,8/6/2025,oneway,117.75
DEL,DXB,10/20/2025 20:30,10/20/2025,AI,With Baggage,0,225,8/6/2025,oneway,117.75
DEL,DXB,10/20/2025 16:50,10/20/2025,AI,With Baggage,0,225,8/6/2025,oneway,117.75
DEL,DXB,10/20/2025 6:30,10/20/2025,AI,With Baggage,0,220,8/6/2025,oneway,117.75
DEL,DXB,10/20/2025 18:45,10/20/2025,UL,With Baggage,1,1425,8/6/2025,oneway,119.84
DEL,DXB,10/20/2025 5:15,10/20/2025,UL,With Baggage,1,1075,8/6/2025,oneway,119.84
DEL,DXB,10/20/2025 11:00,10/20/2025,AI,With Baggage,1,545,8/6/2025,oneway,122.29
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,415,8/6/2025,oneway,122.8
DEL,DXB,10/20/2025 8:55,10/20/2025,WY,With Baggage,1,1185,8/6/2025,oneway,124.46
DEL,DXB,10/20/2025 21:50,10/20/2025,GF,With Baggage,1,430,8/6/2025,oneway,127.76
DEL,DXB,10/20/2025 11:00,10/20/2025,AI,With Baggage,1,545,8/6/2025,oneway,128.72
DEL,DXB,10/20/2025 20:05,10/20/2025,SV,With Baggage,1,600,8/6/2025,oneway,129.53
DEL,DXB,10/20/2025 11:25,10/20/2025,SV,With Baggage,1,695,8/6/2025,oneway,129.53
DEL,DXB,10/20/2025 8:30,10/20/2025,AI,With Baggage,1,695,8/6/2025,oneway,131.04
DEL,DXB,10/20/2025 20:10,10/20/2025,6E,With Baggage,1,485,8/6/2025,oneway,132.33
DEL,DXB,10/20/2025 20:55,10/20/2025,AI,With Baggage,1,970,8/6/2025,oneway,135.58
DEL,XNB,10/20/2025 4:50,10/20/2025,EY,Without Baggage,1,425,8/6/2025,oneway,137.06
DEL,DXB,10/20/2025 6:35,10/20/2025,IX,With Baggage,1,1605,8/6/2025,oneway,137.1
DEL,DXB,10/20/2025 11:25,10/20/2025,SV,With Baggage,1,695,8/6/2025,oneway,139.17
DEL,DXB,10/20/2025 20:05,10/20/2025,SV,With Baggage,1,600,8/6/2025,oneway,139.17
DEL,XNB,10/20/2025 15:55,10/20/2025,EY,Without Baggage,1,490,8/6/2025,oneway,139.54
DEL,DXB,10/20/2025 20:55,10/20/2025,AI,With Baggage,1,970,8/6/2025,oneway,142.28
DEL,DXB,10/20/2025 18:55,10/20/2025,AI,With Baggage,1,1090,8/6/2025,oneway,144.22
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,With Baggage,1,470,8/6/2025,oneway,145.61
DEL,XNB,10/20/2025 9:15,10/20/2025,EY,Without Baggage,1,520,8/6/2025,oneway,146.31
DEL,DXB,10/20/2025 13:00,10/20/2025,6E,With Baggage,1,500,8/6/2025,oneway,148.11
DEL,XNB,10/20/2025 4:50,10/20/2025,EY,Without Baggage,1,480,8/6/2025,oneway,149.3
DEL,XNB,10/20/2025 21:15,10/20/2025,EY,Without Baggage,1,395,8/6/2025,oneway,149.39
DEL,DXB,10/20/2025 11:00,10/20/2025,6E,With Baggage,1,445,8/6/2025,oneway,151.58
DEL,DXB,10/20/2025 14:15,10/20/2025,6E,With Baggage,1,425,8/6/2025,oneway,151.58
DEL,XNB,10/20/2025 15:55,10/20/2025,EY,Without Baggage,1,510,8/6/2025,oneway,152.59
DEL,XNB,10/20/2025 15:55,10/20/2025,EY,Without Baggage,1,550,8/6/2025,oneway,152.59
DEL,DWC,10/20/2025 4:15,10/20/2025,XY,Without Baggage,1,925,8/6/2025,oneway,154.08
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,With Baggage,1,530,8/6/2025,oneway,154.11
DEL,XNB,10/20/2025 9:15,10/20/2025,EY,Without Baggage,1,540,8/6/2025,oneway,155.89
DEL,DXB,10/20/2025 7:20,10/20/2025,IX,With Baggage,1,1570,8/6/2025,oneway,157.19
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,Without Baggage,1,875,8/6/2025,oneway,157.51
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,Without Baggage,1,1150,8/6/2025,oneway,157.51
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,Without Baggage,1,795,8/6/2025,oneway,157.51
DEL,DXB,10/20/2025 11:00,10/20/2025,EK,With Baggage,0,210,8/6/2025,oneway,159.51
DEL,DXB,10/20/2025 16:20,10/20/2025,EK,With Baggage,0,210,8/6/2025,oneway,159.51
DEL,DXB,10/20/2025 4:15,10/20/2025,EK,With Baggage,0,215,8/6/2025,oneway,159.51
DEL,DXB,10/20/2025 22:00,10/20/2025,EK,With Baggage,0,215,8/6/2025,oneway,159.51
DEL,XNB,10/20/2025 21:15,10/20/2025,EY,Without Baggage,1,495,8/6/2025,oneway,160.83
DEL,XNB,10/20/2025 21:15,10/20/2025,EY,Without Baggage,1,545,8/6/2025,oneway,160.83
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,With Baggage,1,470,8/6/2025,oneway,162.96
DEL,DXB,10/20/2025 1:10,10/20/2025,KC,With Baggage,1,795,8/6/2025,oneway,164.85
DEL,DXB,10/20/2025 15:00,10/20/2025,KC,With Baggage,1,1405,8/6/2025,oneway,166.04
DEL,DXB,10/20/2025 15:30,10/20/2025,AI,With Baggage,2,1600,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 22:00,10/20/2025,AI,With Baggage,2,1210,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 13:15,10/20/2025,AI,With Baggage,2,1735,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 11:40,10/20/2025,AI,With Baggage,2,1830,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 10:15,10/20/2025,AI,With Baggage,2,1910,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 21:00,10/20/2025,AI,With Baggage,2,1265,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 22:30,10/20/2025,AI,With Baggage,2,1170,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 23:00,10/20/2025,AI,With Baggage,2,1140,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 12:35,10/20/2025,AI,With Baggage,2,1765,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 14:55,10/20/2025,AI,With Baggage,2,1625,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 10:55,10/20/2025,AI,With Baggage,2,1865,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 20:00,10/20/2025,AI,With Baggage,2,1320,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 16:30,10/20/2025,AI,With Baggage,2,1525,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 20:30,10/20/2025,AI,With Baggage,2,1280,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 17:15,10/20/2025,AI,With Baggage,2,1460,8/6/2025,oneway,166.12
DEL,DXB,10/20/2025 7:30,10/20/2025,AI,With Baggage,2,2090,8/6/2025,oneway,167.49
DEL,DXB,10/20/2025 19:30,10/20/2025,AI,With Baggage,2,1345,8/6/2025,oneway,167.49
DEL,DXB,10/20/2025 4:15,10/20/2025,XY,Without Baggage,1,760,8/6/2025,oneway,167.96
DEL,DXB,10/20/2025 17:55,10/20/2025,AI,With Baggage,2,1450,8/6/2025,oneway,168.88
DEL,DXB,10/20/2025 7:00,10/20/2025,AI,With Baggage,2,2110,8/6/2025,oneway,169.6
DEL,DXB,10/20/2025 8:30,10/20/2025,AI,With Baggage,2,2015,8/6/2025,oneway,169.6
DEL,DXB,10/20/2025 8:00,10/20/2025,AI,With Baggage,2,2045,8/6/2025,oneway,169.6
DEL,DXB,10/20/2025 8:55,10/20/2025,WY,With Baggage,1,840,8/6/2025,oneway,172.23
DEL,DXB,10/20/2025 15:30,10/20/2025,AI,With Baggage,1,1560,8/6/2025,oneway,178.15
DEL,DXB,10/20/2025 4:20,10/20/2025,6E,With Baggage,1,530,8/6/2025,oneway,180.14
DEL,DXB,10/20/2025 17:00,10/20/2025,6E,With Baggage,1,1125,8/6/2025,oneway,181.67
DEL,DXB,10/20/2025 7:20,10/20/2025,IX,With Baggage,1,1010,8/6/2025,oneway,181.93
DEL,DXB,10/20/2025 18:45,10/20/2025,SG,With Baggage,0,255,8/6/2025,oneway,184.35
DEL,DXB,10/20/2025 7:45,10/20/2025,SG,With Baggage,0,235,8/6/2025,oneway,184.35
DEL,DXB,10/20/2025 4:10,10/20/2025,FZ,With Baggage,0,225,8/6/2025,oneway,186.04
DEL,DXB,10/20/2025 11:40,10/20/2025,AI,With Baggage,1,350,8/6/2025,oneway,188.35
DEL,DXB,10/20/2025 10:55,10/20/2025,AI,With Baggage,1,385,8/6/2025,oneway,188.35
DEL,DXB,10/20/2025 10:15,10/20/2025,AI,With Baggage,1,430,8/6/2025,oneway,188.35
DEL,DXB,10/20/2025 7:20,10/20/2025,IX,With Baggage,1,1010,8/6/2025,oneway,189.54
DEL,DXB,10/20/2025 7:30,10/20/2025,AI,With Baggage,1,610,8/6/2025,oneway,189.73
DEL,DXB,10/20/2025 4:20,10/20/2025,6E,With Baggage,1,530,8/6/2025,oneway,191.95
DEL,DXB,10/20/2025 17:00,10/20/2025,6E,With Baggage,1,1125,8/6/2025,oneway,193.55
DEL,DXB,10/20/2025 3:55,10/20/2025,6E,With Baggage,1,435,8/6/2025,oneway,193.73
DEL,DXB,10/20/2025 14:30,10/20/2025,AI,With Baggage,2,310,8/6/2025,oneway,195.26
DEL,DXB,10/20/2025 15:30,10/20/2025,AI,With Baggage,1,340,8/6/2025,oneway,195.92
DEL,DXB,10/20/2025 14:55,10/20/2025,AI,With Baggage,1,365,8/6/2025,oneway,195.92
DEL,DXB,10/20/2025 7:30,10/20/2025,AI,With Baggage,1,830,8/6/2025,oneway,197.3
DEL,DXB,10/20/2025 16:00,10/20/2025,WY,With Baggage,1,1160,8/6/2025,oneway,198.6
DEL,DXB,10/20/2025 4:20,10/20/2025,6E,With Baggage,1,1115,8/6/2025,oneway,200.24
DEL,DXB,10/20/2025 17:00,10/20/2025,6E,With Baggage,1,1210,8/6/2025,oneway,200.24
DEL,DXB,10/20/2025 4:10,10/20/2025,FZ,With Baggage,0,225,8/6/2025,oneway,200.39
DEL,DXB,10/20/2025 11:00,10/20/2025,EK,With Baggage,0,210,8/6/2025,oneway,200.4
DEL,DXB,10/20/2025 16:20,10/20/2025,EK,With Baggage,0,210,8/6/2025,oneway,200.4
DEL,DXB,10/20/2025 4:15,10/20/2025,EK,With Baggage,0,215,8/6/2025,oneway,200.4
DEL,DXB,10/20/2025 22:00,10/20/2025,EK,With Baggage,0,215,8/6/2025,oneway,200.4
DEL,DXB,10/20/2025 2:15,10/20/2025,AI,With Baggage,1,410,8/6/2025,oneway,213.23
DEL,DXB,10/20/2025 8:55,10/20/2025,WY,With Baggage,1,495,8/6/2025,oneway,216.68
DEL,DXB,10/20/2025 7:10,10/20/2025,KU,With Baggage,1,1310,8/6/2025,oneway,218.02
DEL,DXB,10/20/2025 0:15,10/20/2025,HY,With Baggage,1,735,8/6/2025,oneway,224.62
DEL,DXB,10/20/2025 15:30,10/20/2025,AI,With Baggage,1,1540,8/6/2025,oneway,229.88
DEL,DXB,10/20/2025 17:00,10/20/2025,6E,With Baggage,1,715,8/6/2025,oneway,229.9
DEL,DXB,10/20/2025 11:40,10/20/2025,AI,With Baggage,1,315,8/6/2025,oneway,230.76
DEL,DXB,10/20/2025 14:55,10/20/2025,AI,With Baggage,1,315,8/6/2025,oneway,230.76
DEL,DXB,10/20/2025 10:55,10/20/2025,AI,With Baggage,1,350,8/6/2025,oneway,230.76
DEL,DXB,10/20/2025 17:15,10/20/2025,AI,With Baggage,1,330,8/6/2025,oneway,230.76
